Feature_1,Feature_2,Label
-1.0017029,-0.8827878,0.0
-0.68287265,-0.96692806,0.0
-0.7542126,-0.81320393,0.0
-0.8941679,-0.7938729,0.0
-0.93825096,-1.6556009,0.0
-1.1116492,-1.0000987,0.0
-1.0120426,-0.99674106,0.0
-1.1561533,-1.0554442,0.0
-1.1685354,-1.0386618,0.0
-1.1326412,-0.8916512,0.0
-1.6661183,-0.99726796,0.0
-0.7508352,-1.2721236,0.0
-1.103796,-1.0637745,0.0
-1.2564944,-0.57909703,0.0
-1.1875906,-0.53174365,0.0
-1.3770764,-1.1429651,0.0
-0.77437884,-0.67448354,0.0
-0.5923442,-0.41703975,0.0
-0.80981994,-1.098084,0.0
-0.89518356,-1.5736461,0.0
-0.86472774,-0.6651998,0.0
-1.4256119,-1.3625757,0.0
-1.0452503,-0.75604606,0.0
-0.38969213,-0.3021046,0.0
-0.41121048,-1.2134703,0.0
-0.9309741,-0.9995698,0.0
-1.192078,-1.1240671,0.0
-0.9699467,-0.6127624,0.0
-1.3693016,-0.91871965,0.0
-1.2502229,-0.836819,0.0
-0.80047095,-0.8752236,0.0
-0.83683085,-0.8399711,0.0
-0.4415012,-1.1982287,0.0
-1.2313112,-0.2380808,0.0
-1.0073354,-0.6168543,0.0
-0.92577344,-0.94137007,0.0
-1.2920958,-1.1768467,0.0
-0.65570295,-0.9467911,0.0
-1.2669396,-1.5253142,0.0
-0.78531164,-1.21299,0.0
-0.9480119,-1.0704948,0.0
-0.6191039,-1.1571097,0.0
-0.8266568,-0.9455897,0.0
-0.70603323,-0.7993034,0.0
-1.1891761,-0.75493723,0.0
-0.9426711,-1.3566759,0.0
-1.7386783,-1.7553942,0.0
-1.0567895,-1.1932237,0.0
-0.9668641,-0.7564718,0.0
-1.1205804,-0.7988485,0.0
-0.57213926,-1.052809,0.0
-0.69332886,-0.9215518,0.0
